id,name,quoteLatin,quoteJp,img
27,Julius Caesar,Audentes fortuna iuvat.,勇敢な者を運は助ける。,https://upload.wikimedia.org/wikipedia/commons/f/fd/Arte_romana%2C_Busto_di_Giulio_Cesare%2C_da_un_originale_del_I_secolo_a.C.jpg
28,Julius Caesar,Per aspera ad astra.,困難を通して星々へ。,https://upload.wikimedia.org/wikipedia/commons/f/fd/Arte_romana%2C_Busto_di_Giulio_Cesare%2C_da_un_originale_del_I_secolo_a.C.jpg
29,Julius Caesar,Acta non verba.,言葉ではなく行動を。,https://upload.wikimedia.org/wikipedia/commons/f/fd/Arte_romana%2C_Busto_di_Giulio_Cesare%2C_da_un_originale_del_I_secolo_a.C.jpg
30,Julius Caesar,Mens sana in corpore sano.,健全な精神は健全な身体に宿る。,https://upload.wikimedia.org/wikipedia/commons/f/fd/Arte_romana%2C_Busto_di_Giulio_Cesare%2C_da_un_originale_del_I_secolo_a.C.jpg
31,Cicero,Salus populi suprema lex esto.,人民の安寧を最高の法とせよ。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
32,Cicero,Stultum est timere quod vitare non potes.,避けることのできないものを恐れるのは愚かである。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
33,Cicero,Vivendum est mihi tam diu quam diu possunt.,できる限り生きねばならない。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
34,Cicero,Non scholae sed vitae discimus.,学校のためではなく人生のために学ぶ。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
35,Cicero,Memoria est thesaurus omnium rerum.,記憶はすべてのものの宝庫である。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
36,Cicero,Consuetudo quasi altera natura.,習慣は第二の天性である。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
37,Cicero,Diligentia maximum etiam mediocris ingeni subsidium.,勤勉さは平凡な才能の最大の助けである。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
38,Cicero,Ignorantia legis neminem excusat.,法の無知は誰をも許さない。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
39,Cicero,Historia est testis temporum.,歴史は時代の証人である。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
40,Cicero,Sapientia est rerum divinarum et humanarum scientia.,知恵とは神的なものと人間的なものの知識である。,https://upload.wikimedia.org/wikipedia/commons/b/b6/M_M_T_Cicero.jpg
41,Hadrian,Quod tibi fieri non vis alteri ne feceris.,己の欲せざるところ、人に施すことなかれ。,https://upload.wikimedia.org/wikipedia/commons/7/7e/Bust_Hadrian_Glyptothek_Cs102.jpg
42,Hadrian,Libri mihi prima patria fuerunt.,私にとって最初の故郷は書物であった。,https://upload.wikimedia.org/wikipedia/commons/7/7e/Bust_Hadrian_Glyptothek_Cs102.jpg
43,Hadrian,Studia adolescentiam alunt.,学問は青春を養う。,https://upload.wikimedia.org/wikipedia/commons/7/7e/Bust_Hadrian_Glyptothek_Cs102.jpg
44,Hadrian,Animi cultus quasi quidam humanitatis cibus.,心の修養は人間性の食物のようなものである。,https://upload.wikimedia.org/wikipedia/commons/7/7e/Bust_Hadrian_Glyptothek_Cs102.jpg
45,Hadrian,Diligentia maximi facienda est.,勤勉さを最も重要視すべきである。,https://upload.wikimedia.org/wikipedia/commons/7/7e/Bust_Hadrian_Glyptothek_Cs102.jpg
46,Virgil,Labor omnia vincit.,労働はすべてに打ち勝つ。,https://upload.wikimedia.org/wikipedia/commons/9/97/Virgil_from_Convent_Maison_de_Dieu%2C_France.jpg
47,Virgil,Audentes fortuna iuvat.,運は勇者を助ける。,https://upload.wikimedia.org/wikipedia/commons/9/97/Virgil_from_Convent_Maison_de_Dieu%2C_France.jpg
48,Virgil,Amor vincit omnia.,愛はすべてに勝つ。,https://upload.wikimedia.org/wikipedia/commons/9/97/Virgil_from_Convent_Maison_de_Dieu%2C_France.jpg
49,Virgil,Possunt quia posse videntur.,できると思う者にはできる。,https://upload.wikimedia.org/wikipedia/commons/9/97/Virgil_from_Convent_Maison_de_Dieu%2C_France.jpg
50,Virgil,Fama volat.,うわさは飛ぶ。,https://upload.wikimedia.org/wikipedia/commons/9/97/Virgil_from_Convent_Maison_de_Dieu%2C_France.jpg
51,Horace,Nil volentibus arduum.,志ある者にとって、困難なことは何もない。,https://upload.wikimedia.org/wikipedia/commons/7/7d/Quinto_Orazio_Flacco.png
52,Horace,Carpe diem.,その日を摘め（今を生きよ）。,https://upload.wikimedia.org/wikipedia/commons/7/7d/Quinto_Orazio_Flacco.png
53,Horace,Sapere aude.,敢えて賢くあれ。,https://upload.wikimedia.org/wikipedia/commons/7/7d/Quinto_Orazio_Flacco.png
54,Horace,Dulce et decorum est pro patria mori.,祖国のために死ぬことは美しく名誉なことである。,https://upload.wikimedia.org/wikipedia/commons/7/7d/Quinto_Orazio_Flacco.png
55,Horace,Aequam memento rebus in arduis servare mentem.,困難な時にも平静な心を保つことを忘れるな。,https://upload.wikimedia.org/wikipedia/commons/7/7d/Quinto_Orazio_Flacco.png
56,Pliny the Elder,Nulla dies sine linea.,線を引かぬ日はない（一日も怠るな）。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Pliny_the_Elder_-_Ny_Carlsberg_Glyptotek.jpg
57,Pliny the Elder,Ex auditu.,聞くことから（学習は聞くことから始まる）。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Pliny_the_Elder_-_Ny_Carlsberg_Glyptotek.jpg
58,Pliny the Elder,Tempus edax rerum.,時はあらゆるものを食い尽くす。,https://upload.wikimedia.org/wikipedia/commons/e/e4/Pliny_the_Elder_-_Ny_Carlsberg_Glyptotek.jpg
59,Tacitus,Ratio et consilium propriae ducis artes.,理性と判断力こそ、指導者固有の技能である。,https://upload.wikimedia.org/wikipedia/commons/9/9c/Roman_Marble_Bust_of_Emperor_Tacitus%2C_275-276_AD_%2828026024160%29.jpg
60,Tacitus,Sine ira et studio.,怒りと偏見なしに。,https://upload.wikimedia.org/wikipedia/commons/9/9c/Roman_Marble_Bust_of_Emperor_Tacitus%2C_275-276_AD_%2828026024160%29.jpg
61,Augustus,Festina lente.,ゆっくり急げ（急がば回れ）。,https://upload.wikimedia.org/wikipedia/commons/6/68/Statue-Augustus.jpg
62,Augustus,Habes imperium; uter utatur?,権力を持つ者よ、誰がそれを使うのか？,https://upload.wikimedia.org/wikipedia/commons/6/68/Statue-Augustus.jpg
63,Trajan,Optimus princeps.,最良の君主。,https://upload.wikimedia.org/wikipedia/commons/8/8a/Traianus_Glyptothek_Munich_72.jpg
64,Trajan,Gloria exercitus Romani.,ローマ軍の栄光。,https://upload.wikimedia.org/wikipedia/commons/8/8a/Traianus_Glyptothek_Munich_72.jpg
65,Publilius Syrus,Vincit qui se vincit.,自らに打ち勝つ者が、勝利する。,https://upload.wikimedia.org/wikipedia/commons/e/e3/Malum_consilium_est%2C_quod_mutari_potest._Publilius_Syrus%2C_85-43_AC_-_en.svg
66,Publilius Syrus,Bis vincit qui se vincit in victoria.,勝利において自分を制する者は二度勝つ。,https://upload.wikimedia.org/wikipedia/commons/e/e3/Malum_consilium_est%2C_quod_mutari_potest._Publilius_Syrus%2C_85-43_AC_-_en.svg
67,Publilius Syrus,Necessitas dat legem non ipsa accipit.,必要性は法を与えるが、法を受けることはない。,https://upload.wikimedia.org/wikipedia/commons/e/e3/Malum_consilium_est%2C_quod_mutari_potest._Publilius_Syrus%2C_85-43_AC_-_en.svg
68,Appius Claudius Caecus,Faber est suae quisque fortunae.,各人が自らの運命の製作者である。,https://upload.wikimedia.org/wikipedia/commons/1/1f/Appio_Claudio_Cieco_in_Senato.jpg
69,Probus,Brevi si vita suppeditat omnes milites divites faciam.,もし命が続くなら、私は間もなく全ての兵士を富ませるだろう。,https://upload.wikimedia.org/wikipedia/commons/b/b6/Emperor_Probus.jpg
70,Pliny the Younger,Gloria enim lausque factorum egregiorum non est praemium sed umbra virtutis.,栄光とは、優れた行いへの報酬ではなく、徳の影なのである。,https://upload.wikimedia.org/wikipedia/commons/7/7c/Plinius_minor.jpg
