id,name,quoteLatin,quoteJp,img
54,Horace,Dulce et decorum est pro patria mori.,祖国のために死ぬことは美しく名誉なことである。,/images/emperors/horace.jpg
55,Horace,Aequam memento rebus in arduis servare mentem.,困難な時にも平静な心を保つことを忘れるな。,/images/emperors/horace.jpg
56,Pliny the Elder,Nulla dies sine linea.,線を引かぬ日はない（一日も怠るな）。,/images/emperors/pliny_elder.jpg
57,Pliny the Elder,Ex auditu.,聞くことから（学習は聞くことから始まる）。,/images/emperors/pliny_elder.jpg
58,Pliny the Elder,Tempus edax rerum.,時はあらゆるものを食い尽くす。,/images/emperors/pliny_elder.jpg
59,Tacitus,Ratio et consilium propriae ducis artes.,理性と判断力こそ、指導者固有の技能である。,/images/emperors/tacitus.jpg
60,Tacitus,Sine ira et studio.,怒りと偏見なしに。,/images/emperors/tacitus.jpg
61,Augustus,Festina lente.,ゆっくり急げ（急がば回れ）。,/images/emperors/augustus.jpg
62,Augustus,Habes imperium; uter utatur?,権力を持つ者よ、誰がそれを使うのか？,/images/emperors/augustus.jpg
63,Trajan,Optimus princeps.,最良の君主。,/images/emperors/trajan.jpg
64,Trajan,Gloria exercitus Romani.,ローマ軍の栄光。,/images/emperors/trajan.jpg
65,Publilius Syrus,Vincit qui se vincit.,自らに打ち勝つ者が、勝利する。,/images/emperors/publilius_syrus.jpg
66,Publilius Syrus,Bis vincit qui se vincit in victoria.,勝利において自分を制する者は二度勝つ。,/images/emperors/publilius_syrus.jpg
67,Publilius Syrus,Necessitas dat legem non ipsa accipit.,必要性は法を与えるが、法を受けることはない。,/images/emperors/publilius_syrus.jpg
68,Appius Claudius Caecus,Faber est suae quisque fortunae.,各人が自らの運命の製作者である。,/images/emperors/appius_claudius.jpg
69,Probus,Brevi si vita suppeditat omnes milites divites faciam.,もし命が続くなら、私は間もなく全ての兵士を富ませるだろう。,/images/emperors/probus.jpg
70,Pliny the Younger,Gloria enim lausque factorum egregiorum non est praemium sed umbra virtutis.,栄光とは、優れた行いへの報酬ではなく、徳の影なのである。,/images/emperors/pliny_younger.jpg
